# BLASTP 2.7.1+
# Query: 1A3K:A
# Database: lectin
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 278 hits found
1A3K:A	4BM8:A	100.000	137	0	0	1	137	2	138	1.35e-101	282
1A3K:A	2XG3:A	100.000	137	0	0	1	137	2	138	1.35e-101	282
1A3K:A	1A3K:A	100.000	137	0	0	1	137	1	137	1.61e-101	282
1A3K:A	6F6Y:A	100.000	137	0	0	1	137	2	138	1.80e-101	282
1A3K:A	5OAX:A	100.000	137	0	0	1	137	2	138	1.80e-101	282
1A3K:A	4BLJ:A	100.000	137	0	0	1	137	2	138	1.80e-101	282
1A3K:A	4BLI:A	100.000	137	0	0	1	137	2	138	1.80e-101	282
1A3K:A	3ZSM:A	100.000	137	0	0	1	137	2	138	1.80e-101	282
1A3K:A	3ZSL:A	100.000	137	0	0	1	137	2	138	1.80e-101	282
1A3K:A	3ZSK:A	100.000	137	0	0	1	137	2	138	1.80e-101	282
1A3K:A	6RHM:A	100.000	137	0	0	1	137	2	138	2.22e-101	282
1A3K:A	6RHL:A	100.000	137	0	0	1	137	2	138	2.22e-101	282
1A3K:A	6QLU:A	100.000	137	0	0	1	137	2	138	2.22e-101	282
1A3K:A	6QLT:A	100.000	137	0	0	1	137	2	138	2.22e-101	282
1A3K:A	6QLS:A	100.000	137	0	0	1	137	2	138	2.22e-101	282
1A3K:A	6QLR:A	100.000	137	0	0	1	137	2	138	2.22e-101	282
1A3K:A	6QLQ:B	100.000	137	0	0	1	137	2	138	2.22e-101	282
1A3K:A	6QLP:A	100.000	137	0	0	1	137	2	138	2.22e-101	282
1A3K:A	6QLO:A	100.000	137	0	0	1	137	2	138	2.22e-101	282
1A3K:A	6QLN:A	100.000	137	0	0	1	137	2	138	2.22e-101	282
1A3K:A	6QGF:A	100.000	137	0	0	1	137	2	138	2.22e-101	282
1A3K:A	6QGE:A	100.000	137	0	0	1	137	2	138	2.22e-101	282
1A3K:A	6I78:A	100.000	137	0	0	1	137	2	138	2.22e-101	282
1A3K:A	6I77:A	100.000	137	0	0	1	137	2	138	2.22e-101	282
1A3K:A	6I76:A	100.000	137	0	0	1	137	2	138	2.22e-101	282
1A3K:A	6I75:A	100.000	137	0	0	1	137	2	138	2.22e-101	282
1A3K:A	6I74:A	100.000	137	0	0	1	137	2	138	2.22e-101	282
1A3K:A	6FK2:A	100.000	137	0	0	1	137	2	138	2.22e-101	282
1A3K:A	6F2Q:A	100.000	137	0	0	1	137	2	138	2.22e-101	282
1A3K:A	5ODY:A	100.000	137	0	0	1	137	2	138	2.22e-101	282
1A3K:A	5IUQ:A	100.000	137	0	0	1	137	2	138	2.22e-101	282
1A3K:A	4LBO:A	100.000	137	0	0	1	137	2	138	2.22e-101	282
1A3K:A	3ZSJ:A	100.000	137	0	0	1	137	2	138	2.22e-101	282
1A3K:A	2NN8:A	100.000	137	0	0	1	137	2	138	2.22e-101	282
1A3K:A	2NMO:A	100.000	137	0	0	1	137	2	138	2.22e-101	282
1A3K:A	2NMN:A	100.000	137	0	0	1	137	2	138	2.22e-101	282
1A3K:A	4RL7:A	100.000	137	0	0	1	137	8	144	2.63e-101	282
1A3K:A	4R9D:A	100.000	137	0	0	1	137	8	144	2.63e-101	282
1A3K:A	4R9C:A	100.000	137	0	0	1	137	8	144	2.63e-101	282
1A3K:A	4R9B:A	100.000	137	0	0	1	137	8	144	2.63e-101	282
1A3K:A	4R9A:A	100.000	137	0	0	1	137	8	144	2.63e-101	282
1A3K:A	5H9R:A	100.000	137	0	0	1	137	13	149	2.74e-101	282
1A3K:A	5H9P:A	100.000	137	0	0	1	137	13	149	2.74e-101	282
1A3K:A	4XBN:A	100.000	137	0	0	1	137	13	149	2.74e-101	282
1A3K:A	6B8K:A	100.000	137	0	0	1	137	3	139	2.89e-101	281
1A3K:A	5EXO:A	100.000	137	0	0	1	137	3	139	2.89e-101	281
1A3K:A	5E8A:A	100.000	137	0	0	1	137	3	139	2.89e-101	281
1A3K:A	5E89:A	100.000	137	0	0	1	137	3	139	2.89e-101	281
1A3K:A	5E88:A	100.000	137	0	0	1	137	3	139	2.89e-101	281
1A3K:A	4LBN:A	100.000	137	0	0	1	137	3	139	2.89e-101	281
1A3K:A	4LBM:A	100.000	137	0	0	1	137	3	139	2.89e-101	281
1A3K:A	4JCK:A	100.000	137	0	0	1	137	7	143	3.07e-101	282
1A3K:A	4JC1:A	100.000	137	0	0	1	137	7	143	3.07e-101	282
1A3K:A	3T1M:A	100.000	137	0	0	1	137	7	143	3.07e-101	282
1A3K:A	3T1L:A	100.000	137	0	0	1	137	7	143	3.07e-101	282
1A3K:A	5NFC:A	100.000	137	0	0	1	137	11	147	3.84e-101	281
1A3K:A	5NFA:A	100.000	137	0	0	1	137	11	147	3.84e-101	281
1A3K:A	5NF9:A	100.000	137	0	0	1	137	11	147	3.84e-101	281
1A3K:A	1KJR:A	100.000	137	0	0	1	137	10	146	5.04e-101	281
1A3K:A	1KJL:A	100.000	137	0	0	1	137	10	146	5.04e-101	281
1A3K:A	6FOF:A	100.000	137	0	0	1	137	60	196	5.64e-101	283
1A3K:A	5NFB:A	100.000	137	0	0	1	137	40	176	9.50e-101	282
1A3K:A	5NF7:A	100.000	137	0	0	1	137	40	176	9.50e-101	282
1A3K:A	4LBL:A	99.270	137	1	0	1	137	2	138	1.79e-100	280
1A3K:A	4LBK:A	99.270	137	1	0	1	137	2	138	1.79e-100	280
1A3K:A	4LBJ:A	99.270	137	1	0	1	137	2	138	1.79e-100	280
1A3K:A	3AYE:A	99.259	135	1	0	3	137	1	135	7.75e-100	278
1A3K:A	3AYD:A	99.259	135	1	0	3	137	1	135	7.75e-100	278
1A3K:A	3AYA:A	99.259	135	1	0	3	137	1	135	7.75e-100	278
1A3K:A	4WVW:A	41.429	140	73	3	2	135	7	143	6.08e-034	112
1A3K:A	4WVV:A	41.429	140	73	3	2	135	7	143	7.53e-034	111
1A3K:A	2D6P:A	40.441	136	75	3	2	134	16	148	1.26e-033	111
1A3K:A	2D6O:X	40.441	136	75	3	2	134	16	148	1.26e-033	111
1A3K:A	2D6N:A	40.441	136	75	3	2	134	16	148	1.26e-033	111
1A3K:A	2D6M:A	40.441	136	75	3	2	134	16	148	1.26e-033	111
1A3K:A	2D6L:X	40.441	136	75	3	2	134	16	148	1.26e-033	111
1A3K:A	2D6K:A	40.441	136	75	3	2	134	16	148	1.26e-033	111
1A3K:A	5JPG:A	41.667	132	72	2	1	130	13	141	3.85e-033	109
1A3K:A	5JP5:A	41.667	132	72	2	1	130	13	141	3.85e-033	109
1A3K:A	3NV4:A	42.308	130	70	2	3	130	8	134	5.50e-033	109
1A3K:A	3NV3:A	42.308	130	70	2	3	130	8	134	5.50e-033	109
1A3K:A	3NV2:A	42.308	130	70	2	3	130	8	134	5.50e-033	109
1A3K:A	3NV1:A	42.308	130	70	2	3	130	8	134	5.50e-033	109
1A3K:A	5NMJ:A	37.500	128	75	2	10	135	10	134	1.58e-031	105
1A3K:A	5NM6:A	37.500	128	75	2	10	135	10	134	1.58e-031	105
1A3K:A	5NM1:A	37.500	128	75	2	10	135	10	134	1.58e-031	105
1A3K:A	5NLZ:A	37.500	128	75	2	10	135	10	134	1.58e-031	105
1A3K:A	5NLH:A	37.500	128	75	2	10	135	10	134	1.58e-031	105
1A3K:A	5NLE:A	37.500	128	75	2	10	135	10	134	1.58e-031	105
1A3K:A	5NLD:A	37.500	128	75	2	10	135	10	134	1.58e-031	105
1A3K:A	2YY1:A	38.686	137	77	4	3	135	22	155	2.41e-030	103
1A3K:A	2ZHN:A	38.971	136	76	4	3	134	15	147	3.16e-030	102
1A3K:A	2ZHM:A	38.971	136	76	4	3	134	15	147	3.16e-030	102
1A3K:A	2ZHL:A	38.971	136	76	4	3	134	15	147	3.16e-030	102
1A3K:A	2ZHK:A	38.971	136	76	4	3	134	15	147	3.16e-030	102
1A3K:A	2EAL:A	38.971	136	76	4	3	134	15	147	3.16e-030	102
1A3K:A	2EAK:A	38.971	136	76	4	3	134	15	147	3.16e-030	102
1A3K:A	3LSE:A	38.971	136	76	4	3	134	10	142	3.39e-030	102
1A3K:A	3LSD:A	38.971	136	76	4	3	134	10	142	3.39e-030	102
1A3K:A	3WLU:A	38.971	136	76	4	3	134	11	143	3.68e-030	102
1A3K:A	2DYC:A	37.500	136	78	3	3	134	16	148	5.32e-030	102
1A3K:A	3I8T:A	37.500	136	78	3	3	134	19	151	6.27e-030	102
1A3K:A	4BME:A	40.426	141	75	3	2	136	13	150	8.78e-030	101
1A3K:A	2YXS:A	40.714	140	74	3	2	135	23	159	8.92e-030	101
1A3K:A	2YV8:A	40.714	140	74	3	2	135	23	159	8.92e-030	101
1A3K:A	5GZE:A	39.716	141	76	3	2	136	10	147	3.33e-029	99.8
1A3K:A	5GZD:A	39.716	141	76	3	2	136	10	147	3.33e-029	99.8
1A3K:A	5GZC:A	39.716	141	76	3	2	136	10	147	3.37e-029	100
1A3K:A	3VKO:A	39.716	141	76	3	2	136	16	153	3.69e-029	100
1A3K:A	3VKN:A	39.716	141	76	3	2	136	16	153	3.69e-029	100
