0	1456	412	449
0	1456	451	495
0	1456	497	543
0	1456	544	589
0	1456	592	635
0	1456	638	689
0	1456	691	735
0	1456	737	783
0	1456	784	829
0	1456	831	877
0	3080	20	56
0	3080	57	103
0	3080	104	150
0	3080	151	197
0	3080	198	244
0	133	25	56
0	133	59	104
0	133	107	152
0	133	153	198
0	133	201	245
0	2250	16	54
0	2250	55	104
0	2250	106	152
0	2250	153	198
0	2250	200	237
0	2589	4	38
0	2589	41	86
0	2589	88	133
0	2589	136	177
0	2589	184	212
0	3434	25	57
0	3434	60	103
0	3434	104	151
0	3434	153	198
0	3434	200	248
0	3435	5	36
0	3435	38	82
0	3435	83	130
0	3435	132	177
0	3435	179	227
0	2882	36	69
0	2882	75	114
0	2882	116	161
0	2882	164	209
0	2882	211	260
0	1056	36	69
0	1056	77	113
0	1056	116	163
0	1056	165	210
0	1056	212	261
0	1053	37	69
0	1053	73	113
0	1053	116	162
0	1053	164	209
0	1053	211	260
0	2884	33	65
0	2884	71	110
0	2884	112	158
0	2884	160	205
0	2884	207	242
0	3433	51	93
0	3433	95	142
0	3433	148	190
0	3433	191	240
0	1057	49	69
0	1057	75	113
0	1057	116	163
0	1057	165	210
0	1057	212	260
0	1054	50	69
0	1054	72	113
0	1054	116	163
0	1054	165	210
0	1054	212	258
0	2756	1	30
0	2756	32	78
0	2794	1	30
0	2794	32	78
0	2771	1	30
0	2771	32	78
0	2791	1	30
0	2791	32	78
0	2796	1	30
0	2796	32	78
0	2777	1	30
0	2777	32	78
0	2747	1	30
0	2747	32	78
0	2758	1	30
0	2758	32	78
0	2750	1	30
0	2750	33	78
0	660	20	65
0	660	68	113
0	660	115	164
0	2792	1	30
0	2792	32	78
0	2793	1	30
0	2793	32	78
0	2762	1	30
0	2762	32	78
0	2773	1	30
0	2773	32	78
0	2839	1	30
0	2839	32	78
0	2755	1	30
0	2755	32	78
0	2746	1	30
0	2746	32	78
0	2778	1	30
0	2778	32	78
0	2780	1	30
0	2780	32	78
0	2760	1	30
0	2760	32	78
0	2837	1	30
0	2837	32	78
0	2749	1	30
0	2749	32	78
0	2752	1	30
0	2752	32	78
0	2776	1	30
0	2776	32	78
0	2768	1	30
0	2768	32	78
0	2759	1	30
0	2759	32	78
0	2775	1	30
0	2775	32	78
0	2795	1	30
0	2795	32	78
0	2782	1	30
0	2782	32	78
0	2841	1	30
0	2841	32	78
0	2765	1	30
0	2765	32	78
0	2840	1	30
0	2840	32	78
0	2770	1	30
0	2770	32	78
0	2783	1	30
0	2783	32	78
0	2797	1	30
0	2797	32	78
0	2781	1	30
0	2781	32	78
0	2761	1	30
0	2761	32	78
0	2788	1	30
0	2788	33	78
0	2838	1	30
0	2838	32	78
0	2753	1	30
0	2753	32	78
0	2798	1	30
0	2798	32	78
0	2751	1	30
0	2751	32	78
0	2748	1	30
0	2748	32	78
0	2766	1	30
0	2766	32	78
0	2779	1	30
0	2779	32	78
0	2692	34	64
0	2692	74	110
0	2692	111	158
0	2692	162	207
0	2692	208	256
0	2789	1	30
0	2789	32	78
0	2786	1	30
0	2786	32	78
0	2754	1	30
0	2754	32	78
0	2764	1	30
0	2764	32	78
0	2787	1	30
0	2787	32	78
0	2757	1	30
0	2757	32	78
0	2888	6	36
0	2888	46	82
0	2888	83	130
0	2888	134	179
0	2888	180	228
0	2790	1	30
0	2790	32	78
0	2767	1	30
0	2767	33	78
0	2772	1	30
0	2772	33	78
0	2784	1	30
0	2784	32	78
0	2785	1	30
0	2785	32	78
0	2763	1	30
0	2763	32	78
0	2769	1	30
0	2769	33	78
0	2774	1	30
0	2774	33	78
0	529	2	45
0	995	15	61
0	1002	15	61
0	1007	15	61
0	993	15	61
0	994	15	61
0	999	15	61
0	1003	15	61
0	992	15	61
0	1005	15	61
0	1006	15	61
0	1000	15	61
0	1004	15	61
0	998	15	61
0	990	15	61
0	991	15	61
0	1001	15	61
0	997	15	61
0	1055	22	58
0	1055	61	97
0	1055	108	145
0	1055	162	203
0	996	16	61
0	1052	632	649
0	1052	670	709
0	1052	726	757
0	1052	777	804
0	958	303	327
0	958	403	428
0	958	453	476
0	2885	16	33
0	2885	44	61
0	2885	82	121
0	2885	139	169
0	2885	189	224
0	1049	416	433
0	1049	454	493
0	1049	561	599
0	1048	16	32
0	1048	42	59
0	1048	79	119
0	1048	136	154
0	1048	187	225
0	1936	342	363
0	1936	390	411
0	1936	438	457
0	1051	473	490
0	1051	511	550
0	1051	567	598
0	1051	618	655
0	1050	182	199
0	1050	220	259
0	1050	276	307
0	1050	327	360
0	1047	615	632
0	1047	652	692
0	1047	709	740
0	1047	760	798
0	1935	23	44
0	1935	71	90
0	2262	63	83
0	2262	109	132
0	2262	158	178
0	2262	209	224
0	661	171	189
0	661	199	216
0	661	236	276
0	661	296	324
0	661	344	379
0	3457	250	270
0	3457	300	321
0	3457	350	371
0	3457	400	421
0	1912	306	330
0	1912	355	381
0	1912	405	431
0	1445	2	20
0	1445	104	125
0	1445	154	183
0	1445	212	231
0	959	260	285
0	959	310	334
0	959	360	383
0	938	36	57
0	938	85	125
0	938	134	174
0	938	183	204
0	2946	212	233
0	2946	260	281
0	2946	308	326
0	427	36	57
0	427	85	105
0	427	134	156
0	427	183	204
0	427	232	253
0	1082	36	56
0	1082	84	105
0	1082	133	155
0	1082	182	222
0	1082	231	253
0	4715	20	40
0	4715	55	82
0	4715	103	124
0	1749	2821	2841
0	1749	2892	2911
0	1749	2961	2978
0	1749	3014	3033
0	793	14	57
0	793	62	104
0	793	112	158
0	793	160	210
0	793	215	264
0	793	265	310
